epoch,loss,mae,mse,val_loss,val_mae,val_mse
0,1.0278387069702148,0.7923719882965088,1.0278387069702148,1.1079293489456177,0.8312629461288452,1.1079293489456177
1,0.6251496076583862,0.6251713037490845,0.6251496076583862,0.9576496481895447,0.7650083303451538,0.9576496481895447
2,0.505375862121582,0.5614299774169922,0.505375862121582,0.6965052485466003,0.6451113820075989,0.6965052485466003
3,0.47252994775772095,0.5426884889602661,0.47252994775772095,0.16671890020370483,0.28703737258911133,0.16671890020370483
4,0.4011528491973877,0.5000333189964294,0.4011528491973877,0.1353074014186859,0.2693706452846527,0.1353074014186859
5,0.3876968324184418,0.4910263419151306,0.3876968324184418,0.14467959105968475,0.291964054107666,0.14467959105968475
6,0.35910388827323914,0.47255003452301025,0.35910388827323914,0.11920873820781708,0.26345545053482056,0.11920873820781708
7,0.32437339425086975,0.45000848174095154,0.32437339425086975,0.12072339653968811,0.2627934515476227,0.12072339653968811
8,0.2939630448818207,0.4280503988265991,0.2939630448818207,0.0884338840842247,0.21719685196876526,0.0884338840842247
9,0.27578914165496826,0.4145231246948242,0.27578914165496826,0.09521213918924332,0.23693613708019257,0.09521213918924332
10,0.26404592394828796,0.40559226274490356,0.26404592394828796,0.08924178034067154,0.22819732129573822,0.08924178034067154
11,0.2560189366340637,0.39958521723747253,0.2560189366340637,0.08497876673936844,0.22513768076896667,0.08497876673936844
12,0.24385526776313782,0.3906448781490326,0.24385526776313782,0.07782377302646637,0.20973581075668335,0.07782377302646637
13,0.2281743884086609,0.37669071555137634,0.2281743884086609,0.08152464032173157,0.21897390484809875,0.08152464032173157
14,0.22214533388614655,0.37207043170928955,0.22214533388614655,0.08212161064147949,0.2183113694190979,0.08212161064147949
15,0.21737007796764374,0.36847347021102905,0.21737007796764374,0.09310390055179596,0.2429896742105484,0.09310390055179596
16,0.20876382291316986,0.3606235980987549,0.20876382291316986,0.06068745255470276,0.18282172083854675,0.06068745255470276
17,0.1932106763124466,0.34654614329338074,0.1932106763124466,0.06594067066907883,0.19924765825271606,0.06594067066907883
18,0.19682329893112183,0.3509749472141266,0.19682329893112183,0.04806039482355118,0.16380591690540314,0.04806039482355118
19,0.17412592470645905,0.32911980152130127,0.17412592470645905,0.06441518664360046,0.19437815248966217,0.06441518664360046
20,0.2041901797056198,0.356753945350647,0.2041901797056198,0.0420541949570179,0.1467406004667282,0.0420541949570179
21,0.16958123445510864,0.32523465156555176,0.16958123445510864,0.05906867980957031,0.18297280371189117,0.05906867980957031
22,0.16014686226844788,0.3159455358982086,0.16014686226844788,0.039060816168785095,0.13881026208400726,0.039060816168785095
23,0.16935069859027863,0.3243769109249115,0.16935069859027863,0.041481271386146545,0.1481425166130066,0.041481271386146545
24,0.15831874310970306,0.31364187598228455,0.15831874310970306,0.03486373648047447,0.13201546669006348,0.03486373648047447
25,0.14592717587947845,0.3002527356147766,0.14592717587947845,0.03518162667751312,0.13316500186920166,0.03518162667751312
26,0.15308354794979095,0.30868595838546753,0.15308354794979095,0.03648638352751732,0.13675695657730103,0.03648638352751732
