epoch,loss,res_only,res_pearson_coeff,state_only,state_pearson_coeff,val_loss,val_res_only,val_res_pearson_coeff,val_state_only,val_state_pearson_coeff
0,0.5844460129737854,0.5635530948638916,nan,28.922122955322266,24869.84765625,0.10993929952383041,0.10389861464500427,nan,5.3990864753723145,42189.37109375
1,0.10203611850738525,0.09577905386686325,nan,5.363290309906006,inf,0.07428058981895447,0.06963621079921722,nan,3.746732711791992,25033.77734375
2,0.06748666614294052,0.06253878027200699,nan,3.346357583999634,25015.830078125,0.05480647087097168,0.05063896253705025,nan,2.6965174674987793,24078.744140625
3,0.055041346698999405,0.05061538517475128,nan,2.631038188934326,19130.53515625,0.048530448228120804,0.04470083862543106,nan,2.311997890472412,22348.470703125
4,0.05039988458156586,0.046131689101457596,nan,2.347684383392334,20664.3671875,0.04543421044945717,0.041619911789894104,nan,2.147120714187622,24269.916015625
5,0.047862615436315536,0.043563708662986755,nan,2.1892905235290527,-inf,0.04364226013422012,0.03989860787987709,nan,2.032374620437622,25059.966796875
6,0.04696699604392052,0.042694441974163055,nan,2.1335508823394775,20211.619140625,0.04234740883111954,0.03868092969059944,nan,1.9720348119735718,21359.34375
7,0.045358408242464066,0.04119391739368439,nan,2.0577220916748047,20375.759765625,0.04179120808839798,0.038125745952129364,nan,1.926609992980957,22582.072265625
8,0.04544398933649063,0.04122038930654526,nan,2.0568737983703613,18795.47265625,0.041419126093387604,0.037747643887996674,nan,1.885975956916809,24049.748046875
9,0.04559376835823059,0.04135758429765701,nan,2.0359010696411133,-inf,0.041439156979322433,0.03771364316344261,nan,1.8796827793121338,26901.845703125
10,0.04460427537560463,0.04041373357176781,nan,2.000203847885132,inf,0.0411386638879776,0.03749004006385803,nan,1.875920295715332,24663.900390625
11,0.04527036100625992,0.04105859622359276,nan,2.0510642528533936,19865.84765625,0.041173577308654785,0.037465378642082214,nan,1.8684593439102173,26054.91796875
12,0.04433479905128479,0.040180809795856476,nan,1.9861807823181152,22277.64453125,0.04088317230343819,0.03728174418210983,nan,1.8834125995635986,24569.431640625
13,0.04472412168979645,0.04047103598713875,nan,2.0563950538635254,25263.060546875,0.04035722091794014,0.03667643293738365,nan,1.82475745677948,24365.587890625
14,0.04203939437866211,0.03805409371852875,nan,1.8361177444458008,20758.31640625,0.0355084054172039,0.03201022371649742,nan,1.4560582637786865,23799.244140625
15,13.958630561828613,13.457551956176758,nan,747.1575317382812,5339.80126953125,31.23587989807129,30.202049255371094,nan,1676.2874755859375,-2155.84814453125
16,30.892318725585938,29.7752742767334,nan,1649.1409912109375,-106.65703582763672,30.045326232910156,29.04828453063965,nan,1602.8094482421875,-1918.4644775390625
17,30.101634979248047,29.027782440185547,nan,1602.122802734375,499.8273620605469,29.958364486694336,28.971094131469727,nan,1599.1409912109375,-2618.111572265625
18,30.0416259765625,28.968524932861328,nan,1599.1148681640625,710.69287109375,29.92728614807129,28.93409538269043,nan,1596.5654296875,-2254.46923828125
19,30.006166458129883,28.94251251220703,nan,1597.4923095703125,995.0592041015625,29.923095703125,28.91034507751465,nan,1594.795654296875,-671.8721313476562
20,29.98113441467285,28.920337677001953,nan,1595.9970703125,inf,29.88087272644043,28.894058227539062,nan,1593.9986572265625,-1639.0537109375
21,29.99068260192871,28.918800354003906,nan,1596.06982421875,-76.71920776367188,29.89029884338379,28.89227867126465,nan,1594.041748046875,-2139.314208984375
22,29.994829177856445,28.913936614990234,nan,1595.884033203125,-105.04209899902344,29.874622344970703,28.887279510498047,nan,1593.741943359375,-1722.2379150390625
23,29.977439880371094,28.908464431762695,nan,1595.390625,-670.9990844726562,29.89472007751465,28.884599685668945,nan,1593.517578125,-1800.46142578125
24,29.975648880004883,28.89875602722168,nan,1594.885009765625,2010.70703125,29.880996704101562,28.882278442382812,nan,1593.48388671875,-2097.707763671875
25,29.977277755737305,28.90868377685547,nan,1595.39306640625,inf,29.85932159423828,28.88045883178711,nan,1593.3414306640625,-2198.746826171875
26,29.956710815429688,28.895193099975586,nan,1594.5731201171875,-504.086181640625,29.880956649780273,28.88314437866211,nan,1593.585693359375,-2237.08740234375
27,29.97752571105957,28.90513801574707,nan,1595.4024658203125,-562.9602661132812,29.877037048339844,28.880413055419922,nan,1593.3167724609375,-1922.9810791015625
28,29.94572639465332,28.8940372467041,nan,1594.7034912109375,120.29096221923828,29.86909294128418,28.88178253173828,nan,1593.486083984375,-2480.97216796875
