epoch,loss,res_kge,res_nnse,res_only,res_pearson_coeff,state_kge,state_nnse,state_only,state_pearson_coeff,val_loss,val_res_kge,val_res_nnse,val_res_only,val_res_pearson_coeff,val_state_kge,val_state_nnse,val_state_only,val_state_pearson_coeff
0,114001.59375,-inf,2.4736154791149545e-10,111781.4453125,0.002974581439048052,-4649240064.0,2.1191809418397156e-10,368935.03125,-0.05271845683455467,3.071422576904297,-inf,1.5948975260471343e-06,2.9807088375091553,-0.0035399633925408125,-1244326.5,3.9716216093665935e-08,53.793888092041016,0.04942744970321655
1,53.3831787109375,-inf,1.9560657538164605e-09,51.55947494506836,-0.00020387307449709624,-1051961.5,1.8030967829929523e-09,227.85890197753906,-0.04002577066421509,2.537899971008301,-inf,2.2265001007326646e-06,2.4626386165618896,-0.006888376548886299,-1027087.625,6.962135046251205e-08,46.00143814086914,0.03638346120715141
2,34.338050842285156,-inf,5.563657534679578e-09,33.180091857910156,-0.0006965540815144777,-779600.5,5.303881334128846e-09,143.86358642578125,-0.031613707542419434,2.1329824924468994,-inf,3.628067361205467e-06,2.0685038566589355,-0.010689769871532917,-827132.875,1.0097924274532488e-07,39.892906188964844,0.027560215443372726
3,28.455211639404297,-inf,9.09776964874709e-09,27.486251831054688,-0.0012651141732931137,-610327.75,8.691902309010402e-09,118.37626647949219,-0.022356823086738586,2.0662734508514404,-inf,2.9458528842951637e-06,2.004559278488159,-0.010643547400832176,-799120.8125,9.705895109846097e-08,38.36837387084961,0.022405559197068214
4,23.834918975830078,-inf,1.3082630090366365e-08,23.026105880737305,-0.0010711977956816554,-458759.125,1.2648542657700546e-08,98.24322509765625,-0.016284871846437454,1.9655535221099854,-inf,4.6347399802471045e-06,1.906106948852539,-0.010593816637992859,-733267.875,1.2738976806758728e-07,36.668006896972656,0.01829097792506218
5,21.41224479675293,-inf,1.7386486916848298e-08,20.6718807220459,-0.0009990734979510307,-408939.03125,1.6916960277058024e-08,87.75962829589844,-0.007921452634036541,1.8802114725112915,-inf,3.955573447456118e-06,1.8226317167282104,-0.011215181089937687,-678309.4375,1.22203033470214e-07,35.237552642822266,0.015302266925573349
6,20.533029556274414,-inf,1.9070631296358442e-08,19.833221435546875,-0.0016976612387225032,-2027145.75,1.873912403027589e-08,84.10128021240234,-0.0161141250282526,1.7494406700134277,-inf,4.26536917075282e-06,1.6952872276306152,-0.0127137191593647,-613743.0,1.2661233483868273e-07,33.431495666503906,0.012585552409291267
7,19.188968658447266,-inf,2.166567369954464e-08,18.5376033782959,-0.0021131900139153004,-2233868544.0,2.2143499478488593e-08,78.19027709960938,-0.007095659151673317,1.8271538019180298,-inf,4.5995375330676325e-06,1.7706836462020874,-0.009509970434010029,-648117.0,1.3861892966815503e-07,34.21126937866211,0.012264789082109928
8,18.98893165588379,-inf,2.243450758498966e-08,18.345773696899414,-0.001840252778492868,-287710.84375,2.2572937297127282e-08,77.09855651855469,-0.005909086670726538,1.7866538763046265,-inf,5.4390602599596605e-06,1.7313764095306396,-0.010929165408015251,-631086.125,1.6751992859553866e-07,33.73703384399414,0.01203584112226963
9,18.238821029663086,-inf,2.5070145071026673e-08,17.586772918701172,-0.00214574346318841,-274139.65625,2.4651608754311383e-08,73.83548736572266,-0.002907717600464821,1.7566806077957153,-inf,4.660878403228708e-06,1.7018133401870728,-0.010025780647993088,-608890.875,1.4820597016296233e-07,33.160438537597656,0.012779556214809418
10,17.940515518188477,-inf,2.5916632395706074e-08,17.330110549926758,-0.0011824792018160224,-304442.15625,2.4864593939355473e-08,72.65896606445312,-0.005950585473328829,1.7177026271820068,-inf,5.962364411971066e-06,1.663187861442566,-0.011080698110163212,-577892.25,1.7650955896897358e-07,32.661949157714844,0.010621048510074615
11,17.293561935424805,-inf,2.882774197132676e-08,16.694042205810547,-0.0018532504327595234,-1105092352.0,2.7537380375974863e-08,69.851318359375,-0.0013563763350248337,1.6824983358383179,-inf,6.583748927369015e-06,1.6293293237686157,-0.010823285207152367,-652302.6875,1.7955362352495285e-07,32.12190628051758,0.011513338424265385
