epoch,loss,residual_loss,val_loss,val_residual_loss
0,0.09397873282432556,0.5903241634368896,NA,NA
1,0.05438920482993126,0.19048547744750977,0.047630675137043,0.22030597925186157
2,0.03587547317147255,0.17373180389404297,NA,NA
3,0.027407128363847733,0.15482409298419952,0.023523256182670593,0.1508147418498993
4,0.024168753996491432,0.1474374234676361,NA,NA
5,0.0220043882727623,0.14062005281448364,0.01910935342311859,0.12729378044605255
6,0.020277254283428192,0.1321101039648056,NA,NA
7,0.019023671746253967,0.12632639706134796,0.016689462587237358,0.118629589676857
8,0.01834675669670105,0.12347008287906647,NA,NA
9,0.017872588708996773,0.12085337191820145,0.015939129516482353,0.11578110605478287
10,0.017701853066682816,0.11962593346834183,NA,NA
11,0.017474835738539696,0.11799371987581253,0.015398981980979443,0.11284107714891434
12,0.017359107732772827,0.1190042719244957,NA,NA
13,0.018627509474754333,0.12601356208324432,0.016445986926555634,0.12078985571861267
14,0.030253343284130096,0.1794339269399643,NA,NA
15,0.03080584481358528,0.175401508808136,0.031063279137015343,0.1972799301147461
16,0.028135448694229126,0.16273938119411469,NA,NA
17,0.025477981194853783,0.15204724669456482,0.023429537191987038,0.14867863059043884
18,0.023440314456820488,0.14529460668563843,NA,NA
19,0.022269785404205322,0.13988420367240906,0.021076135337352753,0.1586042046546936
20,0.021177640184760094,0.1353006660938263,NA,NA
21,0.020491372793912888,0.13247081637382507,0.018517499789595604,0.12985649704933167
22,0.020387735217809677,0.13083374500274658,NA,NA
23,0.02003607340157032,0.12999285757541656,0.018088150769472122,0.12491142749786377
24,0.01977519318461418,0.12785452604293823,NA,NA
25,0.019815508276224136,0.12833429872989655,0.017720630392432213,0.12291817367076874
26,0.019642872735857964,0.1274481564760208,NA,NA
27,0.019472720101475716,0.12683233618736267,0.017810482531785965,0.12421192973852158
28,0.020017672330141068,0.1298447847366333,NA,NA
29,0.02695937268435955,0.1666601449251175,0.02425467222929001,0.15351085364818573
30,0.027396811172366142,0.1641850620508194,NA,NA
31,0.025582682341337204,0.15427760779857635,0.024769047275185585,0.1773156076669693
32,0.02353718876838684,0.14277145266532898,NA,NA
33,0.022311465814709663,0.13724999129772186,0.021306589245796204,0.15237726271152496
34,0.0213269405066967,0.13358429074287415,NA,NA
35,0.020699389278888702,0.1326502561569214,0.01880715601146221,0.1282903105020523
36,0.02016269415616989,0.12862403690814972,NA,NA
37,0.019792655482888222,0.12776803970336914,0.018054554238915443,0.12635530531406403
38,0.01944494992494583,0.12566672265529633,NA,NA
39,0.01948321983218193,0.1259518712759018,0.01759493723511696,0.12152320891618729
40,0.019539406523108482,0.12534931302070618,NA,NA
41,0.019202319905161858,0.12518613040447235,0.017624784260988235,0.12295418232679367
42,0.019336309283971786,0.12566983699798584,NA,NA
43,0.019650083035230637,0.1282522827386856,0.01811833307147026,0.13186471164226532
44,0.025102313607931137,0.15747548639774323,NA,NA
45,0.025220366194844246,0.1560031622648239,0.02399715967476368,0.14525862038135529
46,0.023760313168168068,0.14666105806827545,NA,NA
47,0.022022828459739685,0.1375284343957901,0.020114760845899582,0.13627615571022034
48,0.020791850984096527,0.13293839991092682,NA,NA
49,0.019971881061792374,0.12981364130973816,0.01866309717297554,0.13014912605285645
50,0.019496621564030647,0.12699344754219055,NA,NA
51,0.01944204419851303,0.126338392496109,0.017409995198249817,0.12065708637237549
52,0.019091501832008362,0.1247183084487915,NA,NA
53,0.01881914585828781,0.12357541173696518,0.017280230298638344,0.12139425426721573
54,0.01875908114016056,0.12277816981077194,NA,NA
55,0.018794631585478783,0.12198352068662643,0.01705612801015377,0.12020840495824814
56,0.018758554011583328,0.12247727066278458,NA,NA
57,0.01856721006333828,0.1216251328587532,0.017023419961333275,0.11783938109874725
58,0.019210226833820343,0.12559017539024353,NA,NA
59,0.023714521899819374,0.15033414959907532,0.022838054224848747,0.15161438286304474
60,0.0234777070581913,0.1487872451543808,NA,NA
