epoch,loss,res_kge,res_nnse,res_only,res_pearson_coeff,state_kge,state_nnse,state_only,state_pearson_coeff,val_loss,val_res_kge,val_res_nnse,val_res_only,val_res_pearson_coeff,val_state_kge,val_state_nnse,val_state_only,val_state_pearson_coeff
0,812.2949829101562,-inf,0.0004961917293258011,721.4400634765625,0.03456782177090645,-286796.90625,4.094961241207784e-06,426534.8125,0.02570400945842266,0.015196963213384151,-inf,0.0008287234813906252,0.008981237187981606,0.04053705930709839,-9969.1044921875,1.008993149298476e-05,40.31797409057617,-0.0026383395306766033
1,0.017038576304912567,-inf,0.001172552234493196,0.009251168929040432,0.0624404139816761,-10267.8037109375,1.1070986147387885e-05,43.96305465698242,0.05105046555399895,0.009955557994544506,-inf,0.001362540409900248,0.005460342857986689,0.08276040107011795,-7211.8603515625,1.9544864699128084e-05,20.71315574645996,0.07739526778459549
2,0.010119752027094364,-inf,0.0018611749401316047,0.005188186652958393,0.11087824404239655,-5678.0673828125,2.2910089683136903e-05,18.289958953857422,0.09155749529600143,0.00677984394133091,-inf,0.0019287429749965668,0.0037107253447175026,0.10442008823156357,-5336.58154296875,3.5193839721614495e-05,10.62278938293457,0.08937273174524307
3,0.007334528490900993,-inf,0.0024467124603688717,0.003674988402053714,0.12486305832862854,-6735.28369140625,4.067853660671972e-05,9.533099174499512,0.09101041406393051,0.005674621090292931,-inf,0.0022780667059123516,0.003143410198390484,0.10826999694108963,-4514.97509765625,4.936206096317619e-05,7.382749080657959,0.08765146136283875
4,0.006504495162516832,-inf,0.002834588522091508,0.003164235269650817,0.12821701169013977,-5347.00048828125,4.7966688725864515e-05,7.643407821655273,0.09445445239543915,0.00518837058916688,-inf,0.0025075962767004967,0.0028442887123674154,0.10982765257358551,-3995.825927734375,5.8124714996665716e-05,6.4527974128723145,0.08450590074062347
5,0.006089509930461645,-inf,0.0030768527649343014,0.002899338724091649,0.1320706009864807,-3204.006103515625,5.939376205787994e-05,6.402212142944336,0.09289682656526566,0.0049271672032773495,-inf,0.0027018182445317507,0.002635230775922537,0.118825264275074,-3747.9287109375,6.546591612277552e-05,5.716520309448242,0.09552956372499466
6,0.0055557070299983025,-inf,0.0032463783863931894,0.0026930472813546658,0.1346035748720169,-3460.01953125,6.63040264043957e-05,5.726421356201172,0.10104407370090485,0.004715341608971357,-inf,0.0028785904869437218,0.0024870713241398335,0.11925478279590607,-3706.102294921875,7.526118133682758e-05,5.032523155212402,0.09672531485557556
7,0.005536278244107962,-inf,0.0034759927075356245,0.002589832292869687,0.13769079744815826,-5250.38720703125,7.526600529672578e-05,5.120478630065918,0.10352826118469238,0.004588404204696417,-inf,0.002963400213047862,0.0024059347342699766,0.12232854217290878,-3791.2587890625,7.757386629236862e-05,4.869438648223877,0.0976976603269577
8,0.0054111420176923275,-inf,0.0036230392288416624,0.0024997349828481674,0.1390829086303711,-2278.3740234375,7.749057840555906e-05,4.955716609954834,0.1102447658777237,0.004485927522182465,-inf,0.0030555464327335358,0.0023219038266688585,0.12421011179685593,-3437.554931640625,8.379380597034469e-05,4.561896324157715,0.09843233972787857
9,0.005152443423867226,-inf,0.003669352736324072,0.0023874109610915184,0.1393493115901947,-4848.267578125,8.142648584907874e-05,4.5926313400268555,0.10230706632137299,0.004431230016052723,-inf,0.003134347964078188,0.0022849407978355885,0.12406411021947861,-3333.935546875,8.472933404846117e-05,4.392723083496094,0.09754545986652374
