epoch,loss,res_kge,res_nnse,res_only,res_pearson_coeff,state_kge,state_nnse,state_only,state_pearson_coeff,val_loss,val_res_kge,val_res_nnse,val_res_only,val_res_pearson_coeff,val_state_kge,val_state_nnse,val_state_only,val_state_pearson_coeff
0,146838.0625,-inf,9.748384144359079e-08,139840.8125,0.00947293546050787,-1759111.0,9.979555848360633e-09,22088618.0,-0.07787096500396729,0.1163051575422287,-inf,6.301195389823988e-05,0.12937960028648376,0.01305101253092289,-89144.1953125,3.620918676006113e-07,1067.6170654296875,-0.09803610295057297
1,90.64550018310547,-inf,1.0255022431238103e-07,98.32831573486328,0.007612005341798067,-893311.0,4.86202322846907e-09,77918.4453125,-0.08914772421121597,0.08908269554376602,-inf,8.118418918456882e-05,0.09990385919809341,0.011186894960701466,-76023.421875,4.4779253016713483e-07,853.3248901367188,-0.09724226593971252
2,59.53865051269531,-inf,1.6506841404861916e-07,64.24578857421875,0.006881483364850283,-723230.5625,7.446874672467629e-09,53966.9375,-0.10514704138040543,0.07916052639484406,-inf,9.365187725052238e-05,0.08862856030464172,0.010433419607579708,-82311.125,4.991860578229534e-07,769.0570678710938,-0.09559118002653122
3,42.81151580810547,-inf,2.158647305350314e-07,46.35314178466797,0.006842476781457663,-619085.125,9.473200890397493e-09,40227.8125,-0.10971032828092575,0.07240389287471771,-inf,0.00010490605200175196,0.08135183155536652,0.01043423917144537,-84689.0,5.643767053697957e-07,712.987060546875,-0.0898837149143219
4,37.979984283447266,-inf,2.7569964800022717e-07,40.30746078491211,0.007007149513810873,-454285.6875,1.1644086583828539e-08,35883.3828125,-0.11408227682113647,0.066692054271698,-inf,0.00011347328836563975,0.07482597976922989,0.010517993941903114,-76114.0703125,5.983341679893783e-07,661.4636840820312,-0.09242789447307587
5,32.544010162353516,-inf,3.0566337727577775e-07,34.921234130859375,0.0066858925856649876,-625639.8125,1.2712756181088025e-08,31847.470703125,-0.1146828904747963,0.06379029899835587,-inf,0.00011847355199279264,0.07210049778223038,0.011587722226977348,-79131.28125,6.162582053548249e-07,641.2991333007812,-0.09478344023227692
6,27.01580238342285,-inf,3.4358032507952885e-07,29.163387298583984,0.00602530874311924,-571048.9375,1.4445546980823565e-08,26855.576171875,-0.11742556095123291,0.061670463532209396,-inf,0.00012285196862649173,0.0696677640080452,0.011652709916234016,-79095.5546875,6.370708547365211e-07,621.7213745117188,-0.09299080073833466
7,29.258535385131836,-inf,3.7879689784858783e-07,31.071544647216797,0.0065039354376494884,-402589472.0,1.4738687603710332e-08,28894.783203125,-0.11277355998754501,0.058983348309993744,-inf,0.00012838591646868736,0.06658383458852768,0.011820959858596325,-76591.875,6.664175202786282e-07,596.3423461914062,-0.09093230962753296
8,25.318178176879883,-inf,3.8962471649028885e-07,27.34026527404785,0.00700821727514267,-1380501760.0,1.5698258692964373e-08,25640.365234375,-0.1235504075884819,0.057758837938308716,-inf,0.00013074664457235485,0.06554510444402695,0.011505233123898506,-76299.6875,6.612798415517318e-07,590.0169677734375,-0.09644784033298492
9,23.601238250732422,-inf,4.21299318986712e-07,25.306438446044922,0.007738121785223484,-455086.0625,1.6741761754701656e-08,23768.267578125,-0.11954426765441895,0.05630529299378395,-inf,0.0001369326637359336,0.06319627910852432,0.011574942618608475,-74575.078125,7.064992360028555e-07,566.4618530273438,-0.07521151006221771
10,20.74629020690918,-inf,4.4034172219653556e-07,22.51748275756836,0.006581443827599287,-419727.5,1.7375159089283443e-08,21329.779296875,-0.11901096999645233,0.055702969431877136,-inf,0.00013516285980585963,0.06304843723773956,0.012090584263205528,-72555.6015625,6.933620966265153e-07,569.0475463867188,-0.09252917766571045
11,24.08086585998535,-inf,4.416212391333829e-07,25.584327697753906,0.006650268565863371,-632956.3125,1.7664454787791328e-08,24255.96875,-0.12204597145318985,0.056097351014614105,-inf,0.00013357600255403668,0.06340945512056351,0.012140952050685883,-77400.5625,6.901841516082641e-07,571.6328735351562,-0.0905546173453331
12,22.371549606323242,-inf,4.436206779701024e-07,24.03875732421875,0.006080395542085171,-521452.375,1.752068712335131e-08,22903.322265625,-0.12554380297660828,0.05428633838891983,-inf,0.0001378679007757455,0.06138760969042778,0.012014724314212799,-71775.234375,6.903586040607479e-07,555.6353759765625,-0.0908253937959671
13,21.41063690185547,-inf,4.6313030566125235e-07,22.90879249572754,0.006884744856506586,-532831.125,1.8107190413729768e-08,22005.884765625,-0.1141447052359581,0.055213771760463715,-inf,0.0001391773985233158,0.062075816094875336,0.01292115356773138,-77664.2734375,7.136367798921128e-07,558.818115234375,-0.08245523273944855
14,20.920928955078125,-inf,4.7187174345708627e-07,22.327787399291992,0.007718565873801708,-384455.75,1.9068039591729757e-08,21156.078125,-0.11920732259750366,0.05429496616125107,-inf,0.0001393470447510481,0.06126536801457405,0.012768336571753025,-74228.09375,7.199195124485414e-07,553.448486328125,-0.0856512263417244
15,22.26161766052246,-inf,4.718317825336271e-07,23.639232635498047,0.006427153013646603,-607090.8125,1.864890109004591e-08,22346.16015625,-0.12180900573730469,0.053952623158693314,-inf,0.00014161593571770936,0.06058036908507347,0.012965555302798748,-71156.5234375,7.18913383934705e-07,547.352294921875,-0.08311133831739426
16,20.314926147460938,-inf,4.913387101623812e-07,21.85457420349121,0.0068962122313678265,-420141.4375,1.875905297765712e-08,21063.486328125,-0.12093845754861832,0.05258789658546448,-inf,0.0001462961663492024,0.05919062718749046,0.012706870213150978,-73808.78125,7.369919785560342e-07,536.6376953125,-0.08344017714262009
17,18.60179328918457,-inf,5.33617708242673e-07,20.0500545501709,0.006010630168020725,-435755.15625,2.074188110157138e-08,19341.748046875,-0.1290326565504074,0.04995337128639221,-inf,0.0001543404650874436,0.05622375011444092,0.012919949367642403,-76957.7734375,7.874591574363876e-07,510.5183410644531,-0.07901574671268463
18,12.956649780273438,-inf,7.388364338112297e-07,13.927014350891113,0.00566277327015996,-326254.46875,2.8148463115940103e-08,13947.00390625,-0.12029577046632767,0.04118790850043297,-inf,0.00018558067677076906,0.04632878676056862,0.014947794377803802,-66930.234375,9.52395282638463e-07,426.6818542480469,-0.06820891797542572
19,7.219911575317383,-inf,1.428055838914588e-06,7.791751861572266,0.005731942132115364,-675878336.0,5.10972739675708e-08,8208.5498046875,-0.12246774882078171,0.03072899580001831,-inf,0.00025841183378361166,0.034345727413892746,0.021213704720139503,-55012.21875,1.289012175220705e-06,316.04327392578125,-0.04906895384192467
20,3.984499931335449,-inf,2.4750418106123107e-06,4.292150974273682,0.005971518810838461,-550684736.0,8.782533456042074e-08,4683.6123046875,-0.13804835081100464,0.025198711082339287,-inf,0.0003219096688553691,0.028143271803855896,0.02907158061861992,-53433.9921875,1.633453734939394e-06,254.87521362304688,-0.03312951326370239
