epoch,loss,mae,mse,val_loss,val_mae,val_mse
0,0.4183923304080963,0.4688965976238251,0.4183923304080963,1.0218281745910645,0.7858979105949402,1.0218281745910645
1,0.19547900557518005,0.32282254099845886,0.19547900557518005,0.7510685324668884,0.6540356874465942,0.7510685324668884
2,0.15030279755592346,0.28705689311027527,0.15030279755592346,0.46408089995384216,0.5019015073776245,0.46408089995384216
3,0.09581156075000763,0.22962719202041626,0.09581156075000763,0.31578418612480164,0.4213275909423828,0.31578418612480164
4,0.10831815004348755,0.24865557253360748,0.10831815004348755,0.2831669747829437,0.4010980725288391,0.2831669747829437
5,0.16168785095214844,0.2986135184764862,0.16168785095214844,0.7616327404975891,0.7153526544570923,0.7616327404975891
6,0.17969723045825958,0.3134620785713196,0.17969723045825958,0.2959149181842804,0.3972046971321106,0.2959149181842804
7,0.13661311566829681,0.2753885090351105,0.13661311566829681,0.4388723075389862,0.5354425311088562,0.4388723075389862
8,0.09849712252616882,0.23354555666446686,0.09849712252616882,0.21877075731754303,0.3619162440299988,0.21877075731754303
9,0.12332363426685333,0.26186320185661316,0.12332363426685333,0.3384570777416229,0.4734305143356323,0.3384570777416229
10,0.1392596960067749,0.2744971513748169,0.1392596960067749,0.17262190580368042,0.31105056405067444,0.17262190580368042
11,0.13510937988758087,0.27693119645118713,0.13510937988758087,0.18177780508995056,0.3372041881084442,0.18177780508995056
12,0.1417880654335022,0.28327372670173645,0.1417880654335022,0.18967509269714355,0.3407222628593445,0.18967509269714355
13,0.09742611646652222,0.23152589797973633,0.09742611646652222,0.14203181862831116,0.27837055921554565,0.14203181862831116
14,0.09582872688770294,0.2310723513364792,0.09582872688770294,0.10344184935092926,0.2419273555278778,0.10344184935092926
15,0.10033056139945984,0.23936891555786133,0.10033056139945984,0.17722706496715546,0.3369840383529663,0.17722706496715546
16,0.09499911963939667,0.2299669235944748,0.09499911963939667,0.19083291292190552,0.32364413142204285,0.19083291292190552
17,0.0976221114397049,0.2348710596561432,0.0976221114397049,0.14056836068630219,0.2845825254917145,0.14056836068630219
18,0.0859752669930458,0.22363777458667755,0.0859752669930458,0.2205210030078888,0.35245978832244873,0.2205210030078888
19,0.09983141720294952,0.23893320560455322,0.09983141720294952,0.2989364266395569,0.3875701427459717,0.2989364266395569
20,0.08710791915655136,0.2178276628255844,0.08710791915655136,0.17132261395454407,0.32855767011642456,0.17132261395454407
21,0.0983983725309372,0.23316690325737,0.0983983725309372,0.1630699187517166,0.3130941390991211,0.1630699187517166
22,0.09628989547491074,0.23430652916431427,0.09628989547491074,0.1061943992972374,0.24343018233776093,0.1061943992972374
23,0.08488781750202179,0.21760234236717224,0.08488781750202179,0.23832765221595764,0.37098366022109985,0.23832765221595764
24,0.09526051580905914,0.2347601354122162,0.09526051580905914,0.1250070333480835,0.2607160210609436,0.1250070333480835
25,0.12119576334953308,0.2655506134033203,0.12119576334953308,0.3667241930961609,0.46323150396347046,0.3667241930961609
26,0.11035113036632538,0.24402064085006714,0.11035113036632538,0.26342520117759705,0.38569656014442444,0.26342520117759705
27,0.1295527219772339,0.2684274911880493,0.1295527219772339,0.16273155808448792,0.31175974011421204,0.16273155808448792
28,0.14586292207241058,0.2813000977039337,0.14586292207241058,0.4180527329444885,0.5238274335861206,0.4180527329444885
29,0.23330101370811462,0.358256459236145,0.23330101370811462,0.7923778891563416,0.675362765789032,0.7923778891563416
30,0.27066710591316223,0.3882972002029419,0.27066710591316223,0.5389224886894226,0.5635135769844055,0.5389224886894226
31,0.23316583037376404,0.35747256875038147,0.23316583037376404,0.36546170711517334,0.4813256561756134,0.36546170711517334
32,0.1844921112060547,0.31748953461647034,0.1844921112060547,0.33192384243011475,0.4225279688835144,0.33192384243011475
33,0.1726243644952774,0.3063400387763977,0.1726243644952774,0.2524617910385132,0.36453479528427124,0.2524617910385132
34,0.15656352043151855,0.29437223076820374,0.15656352043151855,0.2950657308101654,0.38551223278045654,0.2950657308101654
