epoch,loss,res_only,res_pearson_coeff,state_only,state_pearson_coeff,val_loss,val_res_only,val_res_pearson_coeff,val_state_only,val_state_pearson_coeff
0,0.027612077072262764,0.02288804017007351,nan,0.7883791327476501,286243.15625,0.014140636660158634,0.0106276273727417,nan,0.20025010406970978,inf
1,0.015218539163470268,0.011106209829449654,nan,0.21042555570602417,551039.4375,0.013690759427845478,0.010195286013185978,nan,0.2149774581193924,inf
2,0.014326542615890503,0.01037150714546442,nan,0.20664550364017487,622878.3125,0.012922925874590874,0.009544438682496548,nan,0.21451328694820404,inf
3,0.013946671038866043,0.010000444017350674,nan,0.2085132598876953,1027064.3125,0.012418019585311413,0.009072469547390938,nan,0.19635039567947388,inf
4,0.013493748381733894,0.009669368155300617,nan,0.20426490902900696,1488047.125,0.011953706853091717,0.008757710456848145,nan,0.19643330574035645,inf
5,0.012940973043441772,0.009291097521781921,nan,0.1978771686553955,inf,0.011818415485322475,0.008658573031425476,nan,0.19004622101783752,inf
6,0.012788793072104454,0.009193811565637589,nan,0.19547420740127563,1660480.875,0.01180853508412838,0.008634797297418118,nan,0.18984931707382202,inf
7,0.01278198603540659,0.009198414161801338,nan,0.19768068194389343,1497569.5,0.011643368750810623,0.00853889063000679,nan,0.1883237361907959,inf
8,0.01273809839040041,0.00917556881904602,nan,0.19499850273132324,inf,0.011765568517148495,0.008624516427516937,nan,0.18978849053382874,inf
9,0.012531799264252186,0.009059262461960316,nan,0.1923205405473709,inf,0.011447198688983917,0.008400668390095234,nan,0.18153199553489685,inf
10,0.013039355166256428,0.009359817020595074,nan,0.1974634975194931,1643706.0,0.011329949833452702,0.00829341635107994,nan,0.18222592771053314,inf
11,0.01260122749954462,0.00910122413188219,nan,0.1925041675567627,2209918.5,0.011495374143123627,0.008447876200079918,nan,0.1842004358768463,inf
12,0.012609192170202732,0.00914173386991024,nan,0.19078820943832397,1792535.375,0.01147442776709795,0.008434747345745564,nan,0.18630805611610413,inf
13,0.01262016873806715,0.009122448042035103,nan,0.19167235493659973,2008756.625,0.011286215856671333,0.008280975744128227,nan,0.17705032229423523,inf
14,0.011539946310222149,0.008559378795325756,nan,0.17648623883724213,inf,0.009147423319518566,0.0071467142552137375,nan,0.15124845504760742,inf
15,0.012731959111988544,0.010556197725236416,nan,0.34016939997673035,398301.53125,0.007630502805113792,0.00628287298604846,nan,0.1540844440460205,inf
16,0.008510686457157135,0.006921804044395685,nan,0.17466869950294495,477289.25,0.006851490121334791,0.005660591181367636,nan,0.12847325205802917,inf
17,0.006908388342708349,0.005574334878474474,nan,0.10650373250246048,1101997.375,0.0059992182068526745,0.004947533831000328,nan,0.0954299122095108,inf
18,0.006007878575474024,0.004889198578894138,nan,0.09043383598327637,1799104.25,0.005224116612225771,0.0043531861156225204,nan,0.08291321247816086,inf
19,0.005816756282001734,0.004720454569905996,nan,0.08362338691949844,2302444.75,0.0048488425090909,0.004033900797367096,nan,0.07701925933361053,inf
20,0.005708351265639067,0.004582881927490234,nan,0.07962141931056976,4230701.0,0.004765109159052372,0.003978024236857891,nan,0.07565276324748993,inf
21,0.005553222727030516,0.004502995405346155,nan,0.07764246314764023,3204662.75,0.004845408257097006,0.004031363409012556,nan,0.07800310850143433,inf
22,0.0054924883879721165,0.004447695333510637,nan,0.07709251344203949,inf,0.004893378354609013,0.004081828519701958,nan,0.0786140188574791,inf
23,0.005383247043937445,0.004383230581879616,nan,0.07494410872459412,3601498.25,0.004688634537160397,0.003907093778252602,nan,0.07679171115159988,inf
24,0.005485898815095425,0.004450331442058086,nan,0.07705183327198029,5192884.5,0.004708409309387207,0.003914060071110725,nan,0.07528050988912582,inf
25,0.005418265704065561,0.004381853621453047,nan,0.07438123971223831,5590082.5,0.004612901713699102,0.003846837440505624,nan,0.07419553399085999,inf
26,0.0053451284766197205,0.004346058703958988,nan,0.07484111934900284,6664411.5,0.004633690230548382,0.0038597264792770147,nan,0.07385369390249252,inf
27,0.005479204934090376,0.004438476637005806,nan,0.07547588646411896,4307081.5,0.004560345318168402,0.003807210363447666,nan,0.07367099076509476,inf
28,0.005477103870362043,0.004430760163813829,nan,0.07569092512130737,7883663.5,0.0048658400774002075,0.004058639518916607,nan,0.07815927267074585,inf
29,0.005339012015610933,0.004331584088504314,nan,0.0748792514204979,4065735.75,0.004604248329997063,0.003846913343295455,nan,0.07559909671545029,inf
30,0.005490429699420929,0.004462737124413252,nan,0.07959403842687607,1675320.875,0.00481258612126112,0.004022904206067324,nan,0.07807489484548569,inf
31,0.008218579925596714,0.006800391245633364,nan,0.19227305054664612,inf,0.0063927494920790195,0.0052976603619754314,nan,0.12991967797279358,inf
32,0.00664892653003335,0.0054698605090379715,nan,0.12493664771318436,inf,0.005655127577483654,0.004732739645987749,nan,0.10750768333673477,inf
33,0.0056243478320539,0.004569514654576778,nan,0.086622454226017,1250200.5,0.005095380358397961,0.004264045972377062,nan,0.10533621907234192,inf
34,0.005039452109485865,0.004121352452784777,nan,0.07355472445487976,1919305.125,0.00455672200769186,0.003794403513893485,nan,0.06967218965291977,inf
35,0.004913435783237219,0.00401571998372674,nan,0.06751634180545807,2242298.5,0.004444049205631018,0.00371342315338552,nan,0.073783278465271,inf
36,0.004732754081487656,0.00385556579567492,nan,0.06323117762804031,2796059.75,0.00418045511469245,0.003507701214402914,nan,0.06467080861330032,inf
37,0.004673277959227562,0.0038208214100450277,nan,0.06160116568207741,2569958.0,0.004246467724442482,0.0035520216915756464,nan,0.065311498939991,inf
38,0.004573254380375147,0.003746993839740753,nan,0.06149282678961754,2744771.75,0.004060338716953993,0.003396820044144988,nan,0.06423891335725784,inf
39,0.0045937225222587585,0.003758068196475506,nan,0.06075359508395195,2952233.0,0.0041933730244636536,0.0035114302299916744,nan,0.06474919617176056,inf
40,0.004634283948689699,0.003784622997045517,nan,0.06121302396059036,3040764.5,0.004169940482825041,0.0034972173161804676,nan,0.0648350864648819,inf
41,0.004575070925056934,0.003750439966097474,nan,0.0619046725332737,inf,0.004055549390614033,0.0033961303997784853,nan,0.0628306046128273,inf
42,0.0045504518784582615,0.003728929441422224,nan,0.06056307256221771,3676659.25,0.004084426909685135,0.003415551967918873,nan,0.0629253163933754,inf
43,0.004609635565429926,0.0037847200874239206,nan,0.06175681948661804,3624253.5,0.004127501510083675,0.0034640254452824593,nan,0.06419973075389862,inf
44,0.004721284843981266,0.0038286864291876554,nan,0.06173758953809738,inf,0.004046127665787935,0.003389362245798111,nan,0.06279978156089783,inf
45,0.004649076145142317,0.0037967690732330084,nan,0.06152763217687607,2810914.5,0.0040869140066206455,0.003419701009988785,nan,0.06365330517292023,inf
46,0.004696369636803865,0.0038456758484244347,nan,0.06546174734830856,inf,0.004150014836341143,0.003474174765869975,nan,0.06731612980365753,inf
47,0.007128067314624786,0.0059439330361783504,nan,0.1621721237897873,inf,0.006236332003027201,0.005249598063528538,nan,0.15991920232772827,inf
48,0.0064502619206905365,0.005283670499920845,nan,0.12463375926017761,532629.1875,0.005294544622302055,0.004405631218105555,nan,0.10025808215141296,inf
49,0.005070078186690807,0.004139477387070656,nan,0.07792090624570847,1564273.5,0.004635664634406567,0.0038406411185860634,nan,0.08019845187664032,inf
50,0.004723697900772095,0.003853659378364682,nan,0.06624408811330795,1348296.375,0.0041177100501954556,0.0034415198024362326,nan,0.06755872070789337,inf
51,0.004542955197393894,0.003731888486072421,nan,0.06268871575593948,1998495.125,0.0038659090641885996,0.0032317060977220535,nan,0.05981636419892311,inf
52,0.004424950107932091,0.003620052244514227,nan,0.058444395661354065,inf,0.0038976636715233326,0.0032629305496811867,nan,0.059080976992845535,inf
53,0.0043343231081962585,0.0035446747206151485,nan,0.05684728920459747,2878504.75,0.003852445399388671,0.0032368178945034742,nan,0.06010537967085838,inf
54,0.004260252695530653,0.003493603551760316,nan,0.05531923472881317,3259486.0,0.003633384592831135,0.0030425735749304295,nan,0.055706799030303955,inf
55,0.004326032008975744,0.0035497855860739946,nan,0.05732765421271324,3251220.25,0.003792008850723505,0.0031782507430762053,nan,0.058480147272348404,inf
56,0.004308236297219992,0.0035306343343108892,nan,0.0565527081489563,inf,0.003703107126057148,0.0031128707341849804,nan,0.05714859813451767,inf
57,0.004266672767698765,0.0034876661375164986,nan,0.055057063698768616,3141929.75,0.0037825496401637793,0.003176442813128233,nan,0.05849488824605942,inf
58,0.004300953820347786,0.0035233134403824806,nan,0.0557687021791935,inf,0.0036290124990046024,0.003045559162274003,nan,0.05544855445623398,inf
59,0.0042382641695439816,0.0034732071217149496,nan,0.05532597005367279,3122239.0,0.003727890783920884,0.003126488532871008,nan,0.05721226707100868,inf
60,0.004391938913613558,0.003598179202526808,nan,0.05664056912064552,inf,0.0037970971316099167,0.003180983942002058,nan,0.05790185555815697,inf
61,0.004249866586178541,0.0034772749058902264,nan,0.055301226675510406,2767631.5,0.0037851487286388874,0.0031720129773020744,nan,0.05804720148444176,inf
62,0.004353674594312906,0.003561026882380247,nan,0.05892534181475639,2033286.75,0.003813420655205846,0.003195403143763542,nan,0.059660784900188446,inf
63,0.006809195503592491,0.0056401402689516544,nan,0.14678022265434265,685428.9375,0.005433347076177597,0.004554779268801212,nan,0.10359547287225723,inf
64,0.005736799910664558,0.00473380833864212,nan,0.1095566675066948,756457.5,0.00528784841299057,0.004461775068193674,nan,0.12667618691921234,inf
65,0.004783157724887133,0.003918095957487822,nan,0.0744473785161972,1162358.625,0.004292367026209831,0.0035911928862333298,nan,0.07811906933784485,inf
66,0.004477330017834902,0.0036654139403253794,nan,0.06157208979129791,inf,0.00403317017480731,0.0033854644279927015,nan,0.0698297768831253,inf
67,0.004279278218746185,0.0035043167881667614,nan,0.057367127388715744,1580989.875,0.0037209498696029186,0.0031249828170984983,nan,0.05732102692127228,inf
68,0.00411065760999918,0.0033838360104709864,nan,0.05411422997713089,inf,0.0035885367542505264,0.0030188339296728373,nan,0.05586961284279823,inf
69,0.0041518183425068855,0.0033999430015683174,nan,0.053764257580041885,2589745.5,0.003481363644823432,0.0029242774471640587,nan,0.05360487475991249,inf
70,0.004090697038918734,0.0033695981837809086,nan,0.05320163443684578,3622221.75,0.0035540200769901276,0.002978317905217409,nan,0.05382901802659035,inf
71,0.0039993347600102425,0.0033006896264851093,nan,0.05211346596479416,4489582.0,0.003456222591921687,0.002900530816987157,nan,0.052298203110694885,inf
72,0.004027367103844881,0.003306806553155184,nan,0.051895443350076675,inf,0.0035336625296622515,0.0029716542921960354,nan,0.05341868847608566,inf
73,0.004038101527839899,0.0033080042339861393,nan,0.05115164816379547,4979776.5,0.003598721232265234,0.0030294707976281643,nan,0.05511254817247391,inf
74,0.004043916240334511,0.003316831076517701,nan,0.05217466503381729,4161900.0,0.0035742514301091433,0.0030044796876609325,nan,0.054238468408584595,inf
75,0.0039858524687588215,0.0032936360221356153,nan,0.05243451148271561,3845494.25,0.003393944352865219,0.002855642233043909,nan,0.051725707948207855,inf
76,0.004104449413716793,0.003364183474332094,nan,0.053132690489292145,4533606.5,0.0034609022550284863,0.0029081571847200394,nan,0.0525088869035244,inf
77,0.004036227241158485,0.0033135951962321997,nan,0.051037684082984924,2628941.75,0.0035050008445978165,0.002946160500869155,nan,0.053196653723716736,inf
78,0.004086125176399946,0.003345205681398511,nan,0.05491125211119652,2681312.75,0.0035353652201592922,0.0029667532071471214,nan,0.05434377118945122,inf
79,0.006000189110636711,0.005016755778342485,nan,0.13311021029949188,813916.8125,0.004955209791660309,0.004122031386941671,nan,0.10929377377033234,inf
80,0.005164905916899443,0.004256104584783316,nan,0.09537088871002197,812474.0625,0.004879694897681475,0.004109010100364685,nan,0.12052298337221146,inf
81,0.004388731438666582,0.003604327328503132,nan,0.065623939037323,1764320.25,0.003990612458437681,0.003352279542014003,nan,0.07948414236307144,inf
82,0.0040648020803928375,0.0033398722298443317,nan,0.0562843456864357,1638947.625,0.003607120830565691,0.003017629496753216,nan,0.05811714008450508,inf
83,0.003989631775766611,0.0032707061618566513,nan,0.05307948216795921,2018861.125,0.0034479587338864803,0.0028827700298279524,nan,0.05176762491464615,inf
84,0.0038818265311419964,0.0031891304533928633,nan,0.05104047432541847,inf,0.0032943119294941425,0.002769570564851165,nan,0.04990983381867409,inf
85,0.0038250996731221676,0.0031504661310464144,nan,0.05003830045461655,2598944.0,0.0033256153110414743,0.0027909220661967993,nan,0.04970236495137215,inf
86,0.0038972224574536085,0.003191365161910653,nan,0.049820080399513245,3881133.5,0.003334247274324298,0.002800633665174246,nan,0.05052626132965088,inf
87,0.003887756494805217,0.0031803303863853216,nan,0.04982389137148857,3769335.75,0.0032005072571337223,0.0026947136502712965,nan,0.04828625172376633,inf
88,0.0039023749995976686,0.0032073906622827053,nan,0.05013109743595123,3156386.5,0.003211426781490445,0.0027030541095882654,nan,0.048087961971759796,inf
89,0.0037963339127600193,0.003130041528493166,nan,0.04909979924559593,3937812.25,0.0033304772805422544,0.0027987405192106962,nan,0.04986632242798805,inf
90,0.0038532468024641275,0.0031651630997657776,nan,0.048942435532808304,3460764.75,0.0032769404351711273,0.002759893424808979,nan,0.049392327666282654,inf
91,0.003926027566194534,0.0032216464169323444,nan,0.04932619258761406,4553202.0,0.0033310912549495697,0.002800924936309457,nan,0.049885254353284836,inf
92,0.0038534419145435095,0.0031647218856960535,nan,0.04840590059757233,5343701.0,0.003321249969303608,0.0027972226962447166,nan,0.05033102259039879,inf
93,0.0037983511574566364,0.003118751337751746,nan,0.04913899675011635,4279263.5,0.0033928549382835627,0.0028524112422019243,nan,0.050479110330343246,inf
94,0.003952219616621733,0.003254227340221405,nan,0.05306369066238403,2127280.5,0.0033090312499552965,0.0027845585718750954,nan,0.0503070168197155,inf
95,0.005696252919733524,0.004756482783704996,nan,0.126057431101799,719503.4375,0.005483211018145084,0.004624218214303255,nan,0.14439545571804047,inf
96,0.005002246238291264,0.004140330478549004,nan,0.09624148905277252,1243483.875,0.004186504520475864,0.0035042711533606052,nan,0.08229028433561325,inf
