epoch,loss,val_loss
0,0.3740159571170807,0.16815407574176788
1,0.3315393030643463,0.19179123640060425
2,0.3912455439567566,0.15697786211967468
3,0.2638651728630066,0.1370641142129898
4,0.19227558374404907,0.15652844309806824
5,0.1551545113325119,0.14212900400161743
6,0.18227936327457428,0.1150355413556099
7,0.15443691611289978,0.11047612130641937
8,0.17442277073860168,0.11047714948654175
9,0.1715935915708542,0.11224454641342163
10,0.15070411562919617,0.1103864312171936
11,0.15124985575675964,0.10870084911584854
12,0.15170451998710632,0.11456863582134247
13,0.1539684683084488,0.12544912099838257
14,0.1931188702583313,0.12621214985847473
15,0.14435546100139618,0.13380029797554016
16,0.1337788850069046,0.10509905964136124
17,0.1473291963338852,0.12111197412014008
18,0.16523543000221252,0.11682884395122528
19,0.12845854461193085,0.09813597053289413
20,0.14242632687091827,0.09376740455627441
21,0.11713112145662308,0.09199443459510803
22,0.12570135295391083,0.1061149537563324
23,0.14451922476291656,0.09183502942323685
24,0.12633275985717773,0.10348554700613022
25,0.1190844476222992,0.09043454378843307
26,0.12975521385669708,0.09358630329370499
27,0.13389116525650024,0.09021791070699692
28,0.09910760074853897,0.09208416193723679
29,0.13453251123428345,0.10530821233987808
30,0.26421409845352173,0.10499398410320282
31,0.16466233134269714,0.10916172713041306
32,0.13925231993198395,0.10062219947576523
33,0.11731299757957458,0.08923088014125824
34,0.14978201687335968,0.10078481584787369
35,0.12132295221090317,0.09906772524118423
36,0.10898040980100632,0.08527611941099167
37,0.1076575219631195,0.08443060517311096
38,0.13684017956256866,0.09474033862352371
39,0.11501623690128326,0.08341032266616821
40,0.11261072754859924,0.0865742489695549
41,0.10655338317155838,0.08290653675794601
42,0.1063167080283165,0.0831514522433281
43,0.18138477206230164,0.08434595912694931
44,0.12713101506233215,0.10458593815565109
45,0.13530024886131287,0.0880109965801239
46,0.11307810992002487,0.08657023310661316
47,0.13772685825824738,0.08587902784347534
48,0.10221859067678452,0.0938148945569992
49,0.2829553484916687,0.08229725062847137
50,0.12238649278879166,0.07666205614805222
51,0.09704060852527618,0.07775112986564636
52,0.0942675992846489,0.07691015303134918
53,0.11260664463043213,0.08568010479211807
54,0.10885240137577057,0.08836088329553604
55,0.11005625128746033,0.07684843987226486
56,0.10117247700691223,0.07690330594778061
57,0.1145203560590744,0.08846121281385422
58,0.09621357917785645,0.07719121128320694
59,0.12630555033683777,0.09394893795251846
60,0.11493556946516037,0.09247623383998871
61,0.1659276783466339,0.08739625662565231
62,0.11522617936134338,0.09096905589103699
63,0.08852187544107437,0.07417155057191849
64,0.10602866858243942,0.07429376244544983
65,0.13711927831172943,0.07445991039276123
66,0.12111170589923859,0.07695270329713821
67,0.09305021911859512,0.08681727200746536
68,0.09431477636098862,0.07448234409093857
69,0.11145567893981934,0.08330515772104263
70,0.09842013567686081,0.07498161494731903
71,0.11786375194787979,0.08323772251605988
72,0.0955154225230217,0.07535968720912933
73,0.10388868302106857,0.0852065160870552
74,0.12398463487625122,0.08089577406644821
75,0.11717002838850021,0.08116170018911362
76,0.10127297788858414,0.07710541039705276
77,0.10654822736978531,0.08533874154090881
78,0.09690149128437042,0.08694231510162354
79,0.09358353167772293,0.07682622969150543
80,0.1707383543252945,0.07338403910398483
81,0.1052403673529625,0.07572190463542938
82,0.08102668821811676,0.07284890115261078
83,0.08920592069625854,0.07248851656913757
84,0.09052076190710068,0.07277907431125641
85,0.0923534408211708,0.07249801605939865
86,0.11180168390274048,0.0726139098405838
87,0.14446644484996796,0.08429829776287079
88,0.1213773638010025,0.07185917347669601
89,0.12423627823591232,0.08183033764362335
90,0.09981293976306915,0.07149975001811981
91,0.17311565577983856,0.0654202476143837
92,0.1565266251564026,0.06938350945711136
93,0.10301696509122849,0.07711199671030045
94,0.08332529664039612,0.06909248977899551
95,0.11187195032835007,0.06432034075260162
96,0.10025597363710403,0.06452783942222595
97,0.09452200680971146,0.07617481052875519
98,0.08403400331735611,0.06402622163295746
99,0.11908141523599625,0.07621145993471146
100,0.0872240886092186,0.06387834995985031
101,0.09437428414821625,0.06421749293804169
102,0.08299502730369568,0.06404518336057663
103,0.134663388133049,0.07454200088977814
104,0.13320204615592957,0.07690999656915665
105,0.09291917830705643,0.07921810448169708
106,0.12477578967809677,0.07640250772237778
107,0.13274717330932617,0.06430906057357788
108,0.1076866090297699,0.0787307545542717
109,0.1169954165816307,0.07057404518127441
110,0.12346167862415314,0.07645345479249954
111,0.10265503823757172,0.06396792083978653
112,0.08094232529401779,0.06485692411661148
113,0.09928746521472931,0.07416865229606628
114,0.09223499149084091,0.07044658064842224
115,0.14625686407089233,0.06214151903986931
116,0.09038399159908295,0.0741041898727417
117,0.10852489620447159,0.07361982762813568
118,0.11724549531936646,0.0738934651017189
119,0.10250432044267654,0.06711918115615845
120,0.08794308453798294,0.07303918153047562
121,0.08752576261758804,0.06254688650369644
122,0.08481144160032272,0.06546403467655182
123,0.08110632002353668,0.07496459782123566
124,0.07712533324956894,0.06287899613380432
125,0.10693559050559998,0.06319653987884521
126,0.09885700047016144,0.07514769583940506
127,0.11866216361522675,0.06421888619661331
128,0.07790760695934296,0.061839960515499115
129,0.07798419147729874,0.06186050549149513
130,0.08155330270528793,0.06241076439619064
131,0.08439280837774277,0.06219468265771866
132,0.09031038731336594,0.06182677671313286
133,0.0949123203754425,0.07475826889276505
134,0.10055392235517502,0.07585771381855011
135,0.08365720510482788,0.08901368826627731
136,0.22733771800994873,0.060132432729005814
137,0.08448552340269089,0.07142819464206696
138,0.08026810735464096,0.07098434865474701
139,0.2734917998313904,0.058827582746744156
140,0.09144680947065353,0.0698595866560936
141,0.09466564655303955,0.058901671320199966
