epoch,loss,res_kge,res_nnse,res_only,res_pearson_coeff,state_kge,state_nnse,state_only,state_pearson_coeff,val_loss,val_res_kge,val_res_nnse,val_res_only,val_res_pearson_coeff,val_state_kge,val_state_nnse,val_state_only,val_state_pearson_coeff
0,5.944454193115234,-inf,0.004440478514879942,5.909293174743652,0.019841289147734642,-4678.59521484375,0.00023432519810739905,2.1078429222106934,0.021389635279774666,1.1856547594070435,-inf,0.00897133443504572,1.1670280694961548,0.09303636103868484,-1449.42431640625,0.0007659448892809451,0.4494733512401581,0.0961499959230423
1,1.4022783041000366,-inf,0.00882577896118164,1.3789129257202148,0.05347076430916786,-2316761.0,0.0014643719187006354,0.32552945613861084,0.11249449104070663,0.9040340781211853,-inf,0.009623297490179539,0.885522723197937,0.1565319150686264,-1878.219482421875,0.002164101228117943,0.26393094658851624,0.09911353886127472
2,1.0873231887817383,-inf,0.009319509379565716,1.0649354457855225,0.07794846594333649,-1113083.25,0.0020675300620496273,0.26079192757606506,0.13739198446273804,0.8177444338798523,-inf,0.00959896668791771,0.799601137638092,0.20073159039020538,-428.37860107421875,0.0019167897989973426,0.2739693820476532,0.18940360844135284
3,0.9685015082359314,-inf,0.009483964182436466,0.9465551376342773,0.0954342782497406,-260.6024169921875,0.0024523979518562555,0.23282434046268463,0.16865770518779755,0.8039075136184692,-inf,0.009624360129237175,0.7861147522926331,0.2148396074771881,-664.5689086914062,0.002149406587705016,0.24999350309371948,0.1484542340040207
4,0.8957719206809998,-inf,0.009552319534122944,0.8750973343849182,0.1114811971783638,-811.1263427734375,0.0026282763574272394,0.2164771407842636,0.2019752711057663,0.7577944993972778,-inf,0.009712989442050457,0.7395951747894287,0.24839402735233307,-538.3204345703125,0.0027418439276516438,0.21690410375595093,0.1836075633764267
5,0.8714650869369507,-inf,0.009583712555468082,0.8506081104278564,0.12363345921039581,-607.270751953125,0.002679692581295967,0.21204663813114166,0.21385857462882996,0.7482947707176208,-inf,0.009715002030134201,0.7302130460739136,0.2504240572452545,-314.00311279296875,0.0027614650316536427,0.2107601761817932,0.18620288372039795
6,0.8566306829452515,-inf,0.009608483873307705,0.8355162143707275,0.13120080530643463,-813094.625,0.002752813510596752,0.20880815386772156,0.22682102024555206,0.7317560911178589,-inf,0.009736107662320137,0.7136457562446594,0.2618325650691986,-267.13323974609375,0.002952307928353548,0.2015390843153,0.2753734290599823
7,0.8473835587501526,-inf,0.009646031074225903,0.8262373208999634,0.14081141352653503,-241.2410888671875,0.0027220710180699825,0.20797498524188995,0.2467452883720398,0.7276666164398193,-inf,0.009722128510475159,0.7097572684288025,0.2690678834915161,-720.326904296875,0.0027086015325039625,0.21254496276378632,0.25968390703201294
8,0.83456951379776,-inf,0.009646736085414886,0.813726544380188,0.14621411263942719,-184.0791473388672,0.0027430332265794277,0.2065308392047882,0.2696106433868408,0.7443309426307678,-inf,0.009754464030265808,0.7263053059577942,0.27393507957458496,-463.81390380859375,0.0028224424459040165,0.2086731195449829,0.21082483232021332
9,0.8332668542861938,-inf,0.009656134061515331,0.8120295405387878,0.15191499888896942,-220.28494262695312,0.0027543925680220127,0.20692802965641022,0.25903213024139404,0.7243735194206238,-inf,0.009731568396091461,0.706333339214325,0.2779029309749603,-494.613525390625,0.0028334290254861116,0.20663334429264069,0.2503926157951355
10,0.8270187973976135,-inf,0.009676649235188961,0.8063129782676697,0.15606389939785004,-1440949.5,0.0027950082439929247,0.20251727104187012,0.2650725841522217,0.7240514755249023,-inf,0.00973508134484291,0.705951988697052,0.2828795313835144,-236.12538146972656,0.002830940531566739,0.20653389394283295,0.2736881375312805
11,0.8251330852508545,-inf,0.009682796895503998,0.8044636845588684,0.1576816290616989,-200.675048828125,0.002802647650241852,0.20407404005527496,0.2840941250324249,0.6998029351234436,-inf,0.009713789448142052,0.6822987198829651,0.2786126136779785,-379.5667419433594,0.002821920672431588,0.20058147609233856,0.2559254467487335
12,0.8245724439620972,-inf,0.009667815640568733,0.803477942943573,0.1618751436471939,-117.11622619628906,0.0027890843339264393,0.20561477541923523,0.26935112476348877,0.7195035815238953,-inf,0.009745165705680847,0.701607346534729,0.28687000274658203,-622.0436401367188,0.0028698642272502184,0.20229873061180115,0.2992483377456665
13,0.8237724304199219,-inf,0.009686925448477268,0.8028203248977661,0.16896940767765045,-196.5080108642578,0.002763161202892661,0.2079422026872635,0.260553777217865,0.7004563808441162,-inf,0.009750434197485447,0.6830304861068726,0.28852906823158264,-430.1842346191406,0.0027222130447626114,0.2063167691230774,0.2978537976741791
14,0.8185130953788757,-inf,0.009756291285157204,0.7977590560913086,0.1970870941877365,-2066507.375,0.0026101430412381887,0.2172630876302719,0.2288011610507965,0.7228006720542908,-inf,0.009823588654398918,0.7057134509086609,0.3122391402721405,-238.12245178222656,0.0026029821019619703,0.2200942486524582,0.23662112653255463
15,0.830912709236145,-inf,0.009924540296196938,0.8108954429626465,0.25549158453941345,-196.25010681152344,0.0022984184324741364,0.2364991456270218,0.22243230044841766,0.6686229705810547,-inf,0.010105167515575886,0.6530393958091736,0.3635641634464264,-183.2077178955078,0.0025100854691118,0.2058424949645996,0.31672224402427673
