epoch,loss,res_kge,res_nnse,res_only,res_pearson_coeff,state_kge,state_nnse,state_only,state_pearson_coeff,val_loss,val_res_kge,val_res_nnse,val_res_only,val_res_pearson_coeff,val_state_kge,val_state_nnse,val_state_only,val_state_pearson_coeff
0,17161034.0,-inf,0.0015188736142590642,15148593.0,0.0072803860530257225,-1059454320640.0,4.285383693058975e-05,72062512.0,-0.020247653126716614,0.05313493683934212,-inf,0.005901746917515993,0.029375344514846802,0.009490286000072956,-3840.44189453125,0.00031660706736147404,0.720511257648468,0.020435234531760216
1,0.05098650977015495,-inf,0.00737123005092144,0.024311624467372894,0.005020638462156057,-8395040.0,0.0006049862713553011,0.565373420715332,0.030822012573480606,0.042413949966430664,-inf,0.008075605146586895,0.01985068991780281,0.0046373400837183,-1166.4537353515625,0.000941733829677105,0.4154508411884308,0.013164425268769264
2,0.043440576642751694,-inf,0.008481902070343494,0.01851627230644226,0.006792937405407429,-659.8838500976562,0.001287194318138063,0.35826343297958374,0.057309459894895554,0.039552703499794006,-inf,0.00859758909791708,0.017474140971899033,0.008548697456717491,-648.3283081054688,0.0012937188148498535,0.35757434368133545,0.07099223881959915
3,0.041842639446258545,-inf,0.008781681768596172,0.017166828736662865,0.014042279683053493,-778.4209594726562,0.001553229638375342,0.3250254988670349,0.06724435836076736,0.03717289865016937,-inf,0.008836988359689713,0.015881448984146118,0.012997224926948547,-433.0970153808594,0.0018723589600995183,0.28789058327674866,0.0667676106095314
4,0.04081754386425018,-inf,0.008952884934842587,0.016341781243681908,0.018091712146997452,-530.0971069335938,0.0018282232340425253,0.29490646719932556,0.08605311810970306,0.037216972559690475,-inf,0.008969724178314209,0.0155519749969244,0.01368235144764185,-552.345458984375,0.0019862602930516005,0.2834603488445282,0.07290475815534592
5,0.03983664885163307,-inf,0.009032444097101688,0.015716444700956345,0.018337879329919815,-766.7686157226562,0.0018746480345726013,0.28278854489326477,0.08402900397777557,0.036464691162109375,-inf,0.009029480628669262,0.015061169862747192,0.012696471065282822,-477.66796875,0.0019020260078832507,0.2849099040031433,0.09330577403306961
6,0.04032447934150696,-inf,0.009124319069087505,0.015649449080228806,0.0188957080245018,-599.2728881835938,0.0020256410352885723,0.2781761586666107,0.09805452078580856,0.036214686930179596,-inf,0.009114062413573265,0.014794718474149704,0.01745068095624447,-450.56109619140625,0.0022289257030934095,0.263081431388855,0.09047586470842361
7,0.03988180682063103,-inf,0.00916303414851427,0.015340550802648067,0.022691136226058006,-476.00048828125,0.002049465198069811,0.2695619463920593,0.10648606717586517,0.036045659333467484,-inf,0.009143070317804813,0.014640775509178638,0.017074543982744217,-428.11126708984375,0.0020998145919293165,0.2712673544883728,0.0976860299706459
8,0.03966822847723961,-inf,0.00923767127096653,0.015081450343132019,0.0230448916554451,-412.32562255859375,0.0021907200571149588,0.26358750462532043,0.10548089444637299,0.03520069643855095,-inf,0.009175014682114124,0.01422091107815504,0.01710948906838894,-349.5137939453125,0.0023966070730239153,0.2486148178577423,0.09857282787561417
9,0.03826647624373436,-inf,0.009213871322572231,0.014750592410564423,0.0246746726334095,-506.6198425292969,0.0021865491289645433,0.2581641972064972,0.11315236240625381,0.035340409725904465,-inf,0.009200221858918667,0.01412239857017994,0.017916524782776833,-359.1797180175781,0.0022496352903544903,0.25345319509506226,0.1171196699142456
