epoch,loss,res_only,state_only,val_loss,val_res_only,val_state_only
0,0.2446928471326828,0.022841962054371834,0.7760990858078003,0.1694599688053131,0.010696728713810444,0.22779014706611633
1,0.16490522027015686,0.011537174694240093,0.2206951230764389,0.0878325030207634,0.008834462612867355,0.22906248271465302
2,0.10919815301895142,0.010592559352517128,0.20641811192035675,0.07819347083568573,0.008050881326198578,0.1937817931175232
3,0.1036682054400444,0.010149940848350525,0.1959780603647232,0.0772172212600708,0.007990151643753052,0.1933136284351349
4,0.10566223412752151,0.010040738619863987,0.19146771728992462,0.0766538679599762,0.00797148235142231,0.19278529286384583
5,0.10191799700260162,0.010039941407740116,0.1917184740304947,0.0769374817609787,0.00800053495913744,0.19048650562763214
6,0.10218393802642822,0.010059014894068241,0.19057177007198334,0.07724539935588837,0.008032330311834812,0.19034937024116516
7,0.10374292731285095,0.012645072303712368,0.43210092186927795,0.0761714056134224,0.011057320050895214,0.44074031710624695
8,0.08228597790002823,0.008967994712293148,0.2461744099855423,0.0655456930398941,0.008041751570999622,0.24911272525787354
9,0.07028081268072128,0.007456268649548292,0.16967061161994934,0.05755036324262619,0.006491127889603376,0.17148515582084656
10,0.06608495116233826,0.006990744732320309,0.1563309133052826,0.051119592040777206,0.006125538609921932,0.1593182235956192
11,0.06318965554237366,0.006844759918749332,0.15167848765850067,0.04909622669219971,0.005941477604210377,0.15096348524093628
12,0.06444025784730911,0.006829950492829084,0.15100431442260742,0.04985357075929642,0.006022761110216379,0.15098664164543152
13,0.0635998323559761,0.006832464132457972,0.1509707272052765,0.05036953464150429,0.006042859982699156,0.15192826092243195
14,0.060775842517614365,0.006668383255600929,0.14793887734413147,0.04978471249341965,0.005981673486530781,0.149844691157341
15,0.07836136221885681,0.009457374922931194,0.29827529191970825,0.06751237064599991,0.007284864317625761,0.1903226226568222
16,0.0749058946967125,0.008285035379230976,0.2297307848930359,0.05829096585512161,0.007059811614453793,0.21249297261238098
17,0.06125934049487114,0.006662973668426275,0.15891875326633453,0.04814222827553749,0.006001872010529041,0.15203845500946045
18,0.05663612484931946,0.006233457941561937,0.14260369539260864,0.04572652280330658,0.005592075176537037,0.13668912649154663
19,0.058245930820703506,0.006218872964382172,0.13850072026252747,0.044625863432884216,0.005551027599722147,0.1383318305015564
20,0.05500219017267227,0.006048966199159622,0.1363101601600647,0.044595446437597275,0.005480602849274874,0.13598252832889557
21,0.05552070587873459,0.006062019150704145,0.13582228124141693,0.04565392807126045,0.005537988618016243,0.13661684095859528
22,0.0554979145526886,0.006050379015505314,0.1363961100578308,0.04376453533768654,0.005392889492213726,0.13455703854560852
23,0.06918687373399734,0.008341125212609768,0.2609454393386841,0.060395125299692154,0.008133526891469955,0.2540897727012634
24,0.06436063349246979,0.007600361481308937,0.22100837528705597,0.05363871902227402,0.006527495104819536,0.21375736594200134
25,0.055282801389694214,0.0059317946434021,0.13988590240478516,0.04323450103402138,0.005222155246883631,0.1320960372686386
26,0.05213596299290657,0.005614372435957193,0.1283767968416214,0.04198617488145828,0.005040640011429787,0.12920142710208893
27,0.05170055106282234,0.0055495360866189,0.1261463463306427,0.040822986513376236,0.005001716315746307,0.1247403472661972
28,0.05009058490395546,0.005469862371683121,0.12583452463150024,0.0404723696410656,0.00492397416383028,0.12306410819292068
29,0.0493144690990448,0.005433029029518366,0.12365597486495972,0.04009251296520233,0.004850854631513357,0.12079398334026337
30,0.05170166864991188,0.005547917447984219,0.12455134838819504,0.03988806530833244,0.004886788781732321,0.12226713448762894
31,0.061980314552783966,0.007468398194760084,0.22687537968158722,0.0516296848654747,0.006186457350850105,0.1729964166879654
32,0.060054898262023926,0.006929071620106697,0.19818761944770813,0.05017785727977753,0.005687061697244644,0.14375409483909607
33,0.05138041451573372,0.005564251448959112,0.13115783035755157,0.03969557210803032,0.004878259263932705,0.1314258873462677
34,0.04682232439517975,0.0051656155847013,0.11978205293416977,0.038871850818395615,0.004825963173061609,0.12033680826425552
35,0.04742841422557831,0.0051519377157092094,0.11913742125034332,0.0379016138613224,0.004690174944698811,0.11685898900032043
36,0.0459543876349926,0.0051079788245260715,0.11628825217485428,0.03850589692592621,0.004740222357213497,0.11767375469207764
37,0.04708348214626312,0.0051511614583432674,0.11755910515785217,0.03786836937069893,0.0046896799467504025,0.11708319187164307
38,0.04759411886334419,0.005227433051913977,0.11915941536426544,0.038320496678352356,0.004704262595623732,0.11646219342947006
39,0.0606159009039402,0.0071873739361763,0.22305984795093536,0.04953928664326668,0.005641455762088299,0.1584959477186203
40,0.05948125943541527,0.00656286021694541,0.18433326482772827,0.048988908529281616,0.006110490299761295,0.16297659277915955
41,0.05275653675198555,0.0055669741705060005,0.1284855157136917,0.03921687230467796,0.00502033531665802,0.13570772111415863
42,0.04655805230140686,0.005074026063084602,0.11631171405315399,0.03713430091738701,0.004590945318341255,0.11590039730072021
43,0.046809155493974686,0.005058511160314083,0.11596807092428207,0.0366031676530838,0.00457723718136549,0.11536967754364014
44,0.045464131981134415,0.004957944620400667,0.11456553637981415,0.03601827844977379,0.004532631952315569,0.11315927654504776
45,0.04550421983003616,0.0049968501552939415,0.11281231045722961,0.035744111984968185,0.004501622635871172,0.1126951351761818
46,0.045180708169937134,0.004974426701664925,0.11441419273614883,0.03611338511109352,0.00449740793555975,0.11211971193552017
47,0.05905310809612274,0.007190077565610409,0.222111776471138,0.04569065943360329,0.006098630838096142,0.16437749564647675
48,0.05530644580721855,0.006279203109443188,0.16105808317661285,0.04401220381259918,0.00496669951826334,0.1277080476284027
49,0.048143383115530014,0.005216289311647415,0.12302448600530624,0.037480369210243225,0.00451341038569808,0.11072893440723419
50,0.04487250745296478,0.004903262481093407,0.11220683157444,0.03527165204286575,0.004409450106322765,0.10921598970890045
51,0.045235518366098404,0.00486707454547286,0.11199383437633514,0.03438001498579979,0.004311588127166033,0.10775025933980942
52,0.043439365923404694,0.004790795035660267,0.10995424538850784,0.03449791297316551,0.004325441550463438,0.10733054578304291
53,0.04353325068950653,0.004771836567670107,0.10843024402856827,0.03385303169488907,0.004242679104208946,0.10557901859283447
54,0.0445343442261219,0.004795310087502003,0.10892082005739212,0.034724555909633636,0.004318529739975929,0.10700755566358566
55,0.056656479835510254,0.00690144207328558,0.21595491468906403,0.041263148188591,0.005453156307339668,0.1425085961818695
56,0.052278343588113785,0.0060061076655983925,0.16488969326019287,0.04402712360024452,0.005790501832962036,0.18332146108150482
57,0.04822172224521637,0.005139261484146118,0.11846037954092026,0.03578590601682663,0.0043986523523926735,0.11049827188253403
58,0.04454675689339638,0.004835254512727261,0.11060893535614014,0.034477945417165756,0.004324188455939293,0.10680694878101349
59,0.04366385564208031,0.004753841087222099,0.10765507072210312,0.034369539469480515,0.004276576917618513,0.1056998148560524
60,0.04286017641425133,0.004687377251684666,0.10739815980195999,0.03394237160682678,0.004244782496243715,0.1053282618522644
61,0.04308773949742317,0.004709544125944376,0.10795975476503372,0.03461022302508354,0.004280320834368467,0.10590817034244537
62,0.04373834282159805,0.004744763486087322,0.10760470479726791,0.035226985812187195,0.004351838957518339,0.10721339285373688
63,0.059091705828905106,0.006875429302453995,0.19764570891857147,0.04504508525133133,0.005767027381807566,0.15857158601284027
64,0.05391069874167442,0.005982443690299988,0.1554269939661026,0.0398050881922245,0.0052282679826021194,0.14793294668197632
65,0.04721061512827873,0.00504854554310441,0.11522677540779114,0.03749627247452736,0.004463483113795519,0.10793238878250122
66,0.04407411068677902,0.004746899474412203,0.10603160411119461,0.03459075838327408,0.004223772324621677,0.10250528156757355
67,0.04576011002063751,0.004879380110651255,0.10722240060567856,0.03493953123688698,0.0042872000485658646,0.10345513373613358
68,0.04465803876519203,0.004743487108498812,0.10498184710741043,0.034450072795152664,0.004280433990061283,0.10372457653284073
69,0.04429404437541962,0.004717002157121897,0.10435043275356293,0.03412014991044998,0.004246621858328581,0.10286775976419449
70,0.04454873502254486,0.004773895256221294,0.10539994388818741,0.03493572771549225,0.004299844149500132,0.10368357598781586
71,0.05218992009758949,0.006144141778349876,0.17414139211177826,0.04204521328210831,0.005515970289707184,0.16067585349082947
72,0.05048767849802971,0.0058068083599209785,0.15510132908821106,0.04143841937184334,0.0051951939240098,0.12920160591602325
73,0.045420702546834946,0.004965664818882942,0.11211758106946945,0.036381252110004425,0.004543646238744259,0.11631982773542404
74,0.043462950736284256,0.004683420993387699,0.10592575371265411,0.033552564680576324,0.004223522264510393,0.10485580563545227
75,0.042144425213336945,0.004638505633920431,0.10432913899421692,0.0335332527756691,0.004158645402640104,0.10323455929756165
76,0.042993973940610886,0.004640757571905851,0.10345529764890671,0.032535992562770844,0.004103523213416338,0.10218078643083572
77,0.04303291067481041,0.004661235027015209,0.1049685999751091,0.03268979862332344,0.004100924823433161,0.10211699455976486
78,0.043999601155519485,0.004653504583984613,0.10386637598276138,0.03388669714331627,0.004227246157824993,0.10454118251800537
79,0.05033326521515846,0.005786536727100611,0.16635000705718994,0.040553901344537735,0.005339035298675299,0.15588273108005524
80,0.04953558370471001,0.005557409953325987,0.14940322935581207,0.04416126385331154,0.005021957680583,0.12470454722642899
81,0.04400302469730377,0.004723880439996719,0.1088939979672432,0.03456682339310646,0.004441298544406891,0.119700588285923
82,0.04042918607592583,0.004456072114408016,0.10021267086267471,0.033360254019498825,0.00408592727035284,0.09981832653284073
83,0.042080022394657135,0.004531673155725002,0.10206867754459381,0.03277978673577309,0.004066988360136747,0.09936568140983582
84,0.041351400315761566,0.004489521961659193,0.10012243688106537,0.03256722912192345,0.004021069034934044,0.09834015369415283
85,0.04215167835354805,0.0045471275225281715,0.10194069892168045,0.032560914754867554,0.0040743364952504635,0.0995337963104248
86,0.0409451462328434,0.004508406389504671,0.10084996372461319,0.033413227647542953,0.004143925383687019,0.10122017562389374
87,0.048433803021907806,0.005669635254889727,0.16238559782505035,0.036503031849861145,0.004703901242464781,0.1260775476694107
88,0.04723986238241196,0.005412841681391001,0.140859454870224,0.03668076917529106,0.004669178277254105,0.12421908974647522
89,0.042153824120759964,0.004644427914172411,0.10677802562713623,0.033504702150821686,0.004179354757070541,0.10411600768566132
90,0.04054805636405945,0.004448662046343088,0.09889787435531616,0.03214062750339508,0.004004348069429398,0.09861865639686584
91,0.04059247300028801,0.004434117116034031,0.09735719859600067,0.0315270759165287,0.003953175153583288,0.09603932499885559
92,0.0410468727350235,0.004434806760400534,0.09789498895406723,0.030668655410408974,0.003873956622555852,0.09447556734085083
93,0.03875609487295151,0.004312749486416578,0.09673769026994705,0.031094767153263092,0.0038922959938645363,0.09437877684831619
94,0.04056359827518463,0.004410706926137209,0.0981532409787178,0.031769707798957825,0.00396923441439867,0.09588340669870377
95,0.04804025590419769,0.005675383843481541,0.16773459315299988,0.03815721347928047,0.00516403978690505,0.15148760378360748
96,0.04636659845709801,0.005228392314165831,0.13478875160217285,0.037104349583387375,0.004808845464140177,0.1312132477760315
97,0.04282618314027786,0.00458249356597662,0.10377594083547592,0.032694049179553986,0.004086222965270281,0.10265340656042099
98,0.04005233570933342,0.004419876262545586,0.09763267636299133,0.03205306455492973,0.003979711327701807,0.09620759636163712
99,0.04027105122804642,0.004342331551015377,0.09474430978298187,0.031623296439647675,0.003941253758966923,0.09466271102428436
100,0.04131365939974785,0.0043986183591187,0.09702567011117935,0.031795985996723175,0.003958528861403465,0.09550274163484573
101,0.04014619067311287,0.004352777265012264,0.0945768877863884,0.030929962173104286,0.003888769308105111,0.09344267100095749
102,0.03900003805756569,0.004328262526541948,0.09415654838085175,0.031716033816337585,0.003984377719461918,0.09620878100395203
103,0.04572654142975807,0.005498918239027262,0.15104353427886963,0.03784317895770073,0.004801860544830561,0.12150222808122635
104,0.047323841601610184,0.005300747696310282,0.13636243343353271,0.03865096718072891,0.004789215046912432,0.12918297946453094
105,0.04221178591251373,0.004574265331029892,0.10373347252607346,0.03237638622522354,0.003964564297348261,0.0949731171131134
